genotype,target_id,ens_gene,ext_gene,b,se_b,qval,regulation,code
egl-9;vhl-1,M02F4.8.2,WBGene00000175,aqp-7,-0.888896364202471,0.142145446584612,1.93861021765793e-08,candidate for indirect regulation,a
rhy-1,M02F4.8.2,WBGene00000175,aqp-7,-0.746788485872988,0.142145446584612,5.37077807981342e-06,candidate for indirect regulation,e
hif-1,M02F4.8.2,WBGene00000175,aqp-7,-0.234528540910559,0.142145446584612,0.472143025774002,candidate for indirect regulation,c
egl-9 hif-1,M03A8.2,WBGene00019748,atg-2,0.127476049882514,0.0737340284837132,0.5416353021877629,candidate for direct regulation,f
egl-9;vhl-1,M03A8.2,WBGene00019748,atg-2,0.329521250831763,0.0737340284837132,0.000156945632745873,candidate for direct regulation,a
vhl-1,M03A8.2,WBGene00019748,atg-2,0.105746191291539,0.0737340284837132,0.611480941416877,candidate for direct regulation,d
rhy-1,M03A8.2,WBGene00019748,atg-2,0.47012939993392,0.0737340284837132,1.3099296647033998e-08,candidate for direct regulation,e
egl-9,M03A8.2,WBGene00019748,atg-2,0.4493242866790561,0.0737340284837132,5.15998606903441e-08,candidate for direct regulation,b
fog-2,M03A8.2,WBGene00019748,atg-2,-0.276875799253114,0.104275663090071,0.0622242611391942,candidate for indirect regulation,g
hif-1,M03A8.2,WBGene00019748,atg-2,-0.0110600351488818,0.0737340284837132,0.994803413692804,candidate for indirect regulation,c
egl-9 hif-1,M03B6.1,WBGene00010833,M03B6.1,-0.252215860203626,0.294346301287568,0.8976328423977421,candidate for indirect regulation,f
egl-9,M03B6.1,WBGene00010833,M03B6.1,-0.973283141439477,0.294346301287568,0.0116944750841838,candidate for indirect regulation,b
hif-1,M03B6.1,WBGene00010833,M03B6.1,0.21691722888604,0.294346301287568,0.8447270631843651,candidate for direct regulation,c
rhy-1,M03B6.1,WBGene00010833,M03B6.1,-0.9563757136837758,0.294346301287568,0.0120789771143431,candidate for indirect regulation,e
vhl-1,M03B6.1,WBGene00010833,M03B6.1,-1.23438731649027,0.294346301287568,0.0014174612465425696,candidate for indirect regulation,d
egl-9;vhl-1,M03B6.1,WBGene00010833,M03B6.1,-0.834720418076537,0.294346301287568,0.0321308656573275,candidate for indirect regulation,a
fog-2,M03B6.1,WBGene00010833,M03B6.1,-0.135288171530314,0.416268531315236,1.0,candidate for indirect regulation,g
fog-2,M03B6.2,WBGene00010834,mct-3,0.524540615371372,0.159598922584331,0.0124030489446999,candidate for direct regulation,g
rhy-1,M03B6.2,WBGene00010834,mct-3,-0.6885951471187811,0.112853480429447,6.353608801992729e-08,candidate for indirect regulation,e
vhl-1,M03B6.2,WBGene00010834,mct-3,-0.504665763891659,0.112853480429447,0.00048098570625680994,candidate for indirect regulation,d
egl-9;vhl-1,M03B6.2,WBGene00010834,mct-3,-0.938314771694566,0.112853480429447,9.32763968540466e-15,candidate for indirect regulation,a
egl-9,M03B6.2,WBGene00010834,mct-3,-1.1294629801063605,0.112853480429447,2.53151601658993e-21,candidate for indirect regulation,b
egl-9 hif-1,M03B6.2,WBGene00010834,mct-3,-0.0437668620711659,0.112853480429447,0.988472447284092,candidate for indirect regulation,f
hif-1,M03B6.2,WBGene00010834,mct-3,0.191426351680591,0.112853480429447,0.4510275490243279,candidate for direct regulation,c
rhy-1,M03F4.7a,WBGene00019760,calu-1,-0.8122006958784158,0.12615240502895694,9.00290215678768e-09,candidate for indirect regulation,e
egl-9;vhl-1,M03F4.7a,WBGene00019760,calu-1,-0.725806655112269,0.12615240502895694,3.53297774082963e-07,candidate for indirect regulation,a
vhl-1,M03F4.7a,WBGene00019760,calu-1,-0.580927336328486,0.12615240502895694,0.000277368428090212,candidate for indirect regulation,d
hif-1,M03F4.7a,WBGene00019760,calu-1,0.102354320609974,0.12615240502895694,0.8183942356590641,candidate for direct regulation,c
egl-9 hif-1,M03F4.7a,WBGene00019760,calu-1,-0.0205613506586268,0.12615240502895694,0.999683085911966,candidate for indirect regulation,f
fog-2,M03F4.7a,WBGene00019760,calu-1,0.268608651442872,0.17840644211793602,0.439772430204498,candidate for direct regulation,g
egl-9,M03F4.7a,WBGene00019760,calu-1,-0.683407845970513,0.12615240502895694,2.14542211397659e-06,candidate for indirect regulation,b
egl-9,M04D8.3,WBGene00002106,ins-23,0.903450876382457,0.347266589042824,0.07403853228916299,candidate for direct regulation,b
egl-9;vhl-1,M04D8.3,WBGene00002106,ins-23,1.05205883103929,0.347266589042824,0.0194041473744475,candidate for direct regulation,a
hif-1,M04D8.3,WBGene00002106,ins-23,-0.277922804636606,0.347266589042824,0.8224148310839158,candidate for indirect regulation,c
rhy-1,M04D8.3,WBGene00002106,ins-23,0.777627146677604,0.347266589042824,0.139866412856709,candidate for direct regulation,e
fog-2,M04D8.3,WBGene00002106,ins-23,-1.51557457604085,0.491109119983406,0.0218513462042977,candidate for indirect regulation,g
vhl-1,M04D8.3,WBGene00002106,ins-23,0.6415551336067989,0.347266589042824,0.39934316536301895,candidate for direct regulation,d
egl-9 hif-1,M04D8.3,WBGene00002106,ins-23,0.189774203301933,0.347266589042824,0.961545608240426,candidate for direct regulation,f
vhl-1,M04F3.3,WBGene00019769,M04F3.3,-0.0652101429428645,0.155464811448441,0.971338574114716,candidate for indirect regulation,d
hif-1,M04F3.3,WBGene00019769,M04F3.3,0.249156190808084,0.155464811448441,0.493146522022248,candidate for direct regulation,c
egl-9;vhl-1,M04F3.3,WBGene00019769,M04F3.3,-0.454441406161469,0.155464811448441,0.0257646386101731,candidate for indirect regulation,a
rhy-1,M04F3.3,WBGene00019769,M04F3.3,-1.06190116856063,0.155464811448441,7.84964394035621e-10,candidate for indirect regulation,e
egl-9,M04F3.3,WBGene00019769,M04F3.3,-0.426752156304252,0.155464811448441,0.0529367177255377,candidate for indirect regulation,b
egl-9 hif-1,M04F3.3,WBGene00019769,M04F3.3,-0.137691521147031,0.155464811448441,0.890398528442287,candidate for indirect regulation,f
fog-2,M04F3.3,WBGene00019769,M04F3.3,0.25860542328888,0.21986044482216105,0.623615219097614,candidate for direct regulation,g
rhy-1,M05D6.5a,WBGene00010878,M05D6.5,1.50752064453731,0.105789776019657,3.4468938533827798e-43,candidate for direct regulation,e
egl-9 hif-1,M05D6.5a,WBGene00010878,M05D6.5,-0.0565342381277003,0.105789776019657,0.962960703424088,candidate for indirect regulation,f
vhl-1,M05D6.5a,WBGene00010878,M05D6.5,0.484475993695964,0.105789776019657,0.000308040016168978,candidate for direct regulation,d
fog-2,M05D6.5a,WBGene00010878,M05D6.5,0.0029544431502170608,0.14960933600741194,1.0,candidate for direct regulation,g
hif-1,M05D6.5a,WBGene00010878,M05D6.5,0.050602843853867985,0.105789776019657,0.929827134860518,candidate for direct regulation,c
egl-9,M05D6.5a,WBGene00010878,M05D6.5,1.7869144853147805,0.105789776019657,3.8769441678839994e-61,candidate for direct regulation,b
egl-9;vhl-1,M05D6.5a,WBGene00010878,M05D6.5,1.68249034594075,0.105789776019657,3.3979640069977e-54,candidate for direct regulation,a
egl-9 hif-1,M05D6.5b,WBGene00010878,M05D6.5,-0.0565342381277003,0.105789776019657,0.962960703424088,candidate for indirect regulation,f
vhl-1,M05D6.5b,WBGene00010878,M05D6.5,0.484475993695964,0.105789776019657,0.000308040016168978,candidate for direct regulation,d
egl-9,M05D6.5b,WBGene00010878,M05D6.5,1.7869144853147805,0.105789776019657,3.8769441678839994e-61,candidate for direct regulation,b
fog-2,M05D6.5b,WBGene00010878,M05D6.5,0.0029544431502170608,0.14960933600741194,1.0,candidate for direct regulation,g
egl-9;vhl-1,M05D6.5b,WBGene00010878,M05D6.5,1.68249034594075,0.105789776019657,3.3979640069977e-54,candidate for direct regulation,a
hif-1,M05D6.5b,WBGene00010878,M05D6.5,0.050602843853867985,0.105789776019657,0.929827134860518,candidate for direct regulation,c
rhy-1,M05D6.5b,WBGene00010878,M05D6.5,1.50752064453731,0.105789776019657,3.4468938533827798e-43,candidate for direct regulation,e
hif-1,M05D6.6.1,WBGene00010879,M05D6.6,-0.19213180655700896,0.430636740068816,0.938079478967935,candidate for indirect regulation,c
fog-2,M05D6.6.1,WBGene00010879,M05D6.6,0.08717346115742501,0.609012318261458,1.0,candidate for direct regulation,g
vhl-1,M05D6.6.1,WBGene00010879,M05D6.6,-0.0105205069731786,0.430636740068816,0.999948251120488,candidate for indirect regulation,d
egl-9 hif-1,M05D6.6.1,WBGene00010879,M05D6.6,-0.0469714745951147,0.430636740068816,0.999683085911966,candidate for indirect regulation,f
rhy-1,M05D6.6.1,WBGene00010879,M05D6.6,0.7195440507391829,0.430636740068816,0.3500465690941811,candidate for direct regulation,e
egl-9,M05D6.6.1,WBGene00010879,M05D6.6,1.15095492421335,0.430636740068816,0.0628192186435859,candidate for direct regulation,b
egl-9;vhl-1,M05D6.6.1,WBGene00010879,M05D6.6,1.37180584068059,0.430636740068816,0.0126988883788109,candidate for direct regulation,a
rhy-1,M05D6.6.3,WBGene00010879,M05D6.6,3.05226635548805,0.7232462428533689,0.000462613427685122,candidate for direct regulation,e
egl-9 hif-1,M05D6.6.3,WBGene00010879,M05D6.6,-1.78890217443769,0.7232462428533689,0.208819670850126,candidate for indirect regulation,f
vhl-1,M05D6.6.3,WBGene00010879,M05D6.6,1.80219025704612,0.7232462428533689,0.15486834225955404,candidate for direct regulation,d
fog-2,M05D6.6.3,WBGene00010879,M05D6.6,0.0990891930347632,1.02282464557862,1.0,candidate for direct regulation,g
hif-1,M05D6.6.3,WBGene00010879,M05D6.6,-0.18593727768844295,0.7232462428533689,0.982411767588241,candidate for indirect regulation,c
egl-9,M05D6.6.3,WBGene00010879,M05D6.6,3.3782315827823504,0.7232462428533689,7.5189192931714e-05,candidate for direct regulation,b
egl-9;vhl-1,M05D6.6.3,WBGene00010879,M05D6.6,3.5160670017820603,0.7232462428533689,2.9470930189473106e-05,candidate for direct regulation,a
hif-1,M05D6.7,WBGene00001523,gbh-2,0.064145799014933,0.207968133615954,0.9726715836321692,candidate for direct regulation,c
vhl-1,M05D6.7,WBGene00001523,gbh-2,0.646575715618172,0.207968133615954,0.0410144130955344,candidate for direct regulation,d
egl-9 hif-1,M05D6.7,WBGene00001523,gbh-2,-0.183483314072477,0.207968133615954,0.891030180994833,candidate for indirect regulation,f
egl-9;vhl-1,M05D6.7,WBGene00001523,gbh-2,1.08893696490954,0.207968133615954,4.9869994102299305e-06,candidate for direct regulation,a
fog-2,M05D6.7,WBGene00001523,gbh-2,-1.34969724261461,0.294111355101102,0.00010905356887599,candidate for indirect regulation,g
egl-9,M05D6.7,WBGene00001523,gbh-2,1.25842486305498,0.207968133615954,6.65897751989509e-08,candidate for direct regulation,b
rhy-1,M05D6.7,WBGene00001523,gbh-2,1.41806467824687,0.207968133615954,8.484506376466529e-10,candidate for direct regulation,e
fog-2,M162.5,WBGene00010931,M162.5,-1.06793257828042,0.555753247155072,0.246444498817913,candidate for indirect regulation,g
egl-9,M162.5,WBGene00010931,M162.5,2.9986630368395,0.3929768897297941,2.0349693352615e-12,candidate for direct regulation,b
egl-9 hif-1,M162.5,WBGene00010931,M162.5,-0.7129244638451949,0.3929768897297941,0.5014149380178851,candidate for indirect regulation,f
hif-1,M162.5,WBGene00010931,M162.5,0.0761588304502953,0.3929768897297941,0.993009757780158,candidate for direct regulation,c
egl-9;vhl-1,M162.5,WBGene00010931,M162.5,3.12205060169386,0.3929768897297941,1.75016528938801e-13,candidate for direct regulation,a
vhl-1,M162.5,WBGene00010931,M162.5,0.745890931898744,0.3929768897297941,0.37483726230856107,candidate for direct regulation,d
rhy-1,M162.5,WBGene00010931,M162.5,2.82219940507977,0.3929768897297941,7.422439005709029e-11,candidate for direct regulation,e
egl-9,M163.1,WBGene00010935,M163.1,0.608076599603911,0.14741178533317406,0.000703351142199582,candidate for direct regulation,b
hif-1,M163.1,WBGene00010935,M163.1,0.3961783373219871,0.14741178533317406,0.115184119917194,candidate for direct regulation,c
vhl-1,M163.1,WBGene00010935,M163.1,0.458882912890373,0.147411785333173,0.0406510213631397,candidate for direct regulation,d
fog-2,M163.1,WBGene00010935,M163.1,-0.618776785129198,0.208471746071805,0.030028107661714,candidate for indirect regulation,g
rhy-1,M163.1,WBGene00010935,M163.1,0.9378623351621992,0.14741178533317406,1.4131232052077401e-08,candidate for direct regulation,e
egl-9;vhl-1,M163.1,WBGene00010935,M163.1,0.605879628672341,0.14741178533317406,0.000633873878295226,candidate for direct regulation,a
egl-9 hif-1,M163.1,WBGene00010935,M163.1,0.277400628619095,0.14741178533317406,0.471979515664597,candidate for direct regulation,f
vhl-1,M176.3,WBGene00010942,chch-3,-0.20823785120525096,0.0806114788601078,0.129609415487157,candidate for indirect regulation,d
egl-9,M176.3,WBGene00010942,chch-3,-0.24875211256010304,0.0806114788601079,0.022029826114479,candidate for indirect regulation,b
rhy-1,M176.3,WBGene00010942,chch-3,-0.313721013839491,0.0806114788601079,0.00154209323480987,candidate for indirect regulation,e
fog-2,M176.3,WBGene00010942,chch-3,0.152932688587962,0.114001846686917,0.5302045732138161,candidate for direct regulation,g
hif-1,M176.3,WBGene00010942,chch-3,-0.0650864116016103,0.0806114788601079,0.819376853285144,candidate for indirect regulation,c
egl-9;vhl-1,M176.3,WBGene00010942,chch-3,-0.260477096780223,0.0806114788601079,0.0111581752502358,candidate for indirect regulation,a
egl-9 hif-1,M176.3,WBGene00010942,chch-3,-0.187315241843179,0.0806114788601079,0.269591638869398,candidate for indirect regulation,f
rhy-1,M176.4,WBGene00010943,M176.4,-0.37349419005828,0.113579240899427,0.0107496550434028,candidate for indirect regulation,e
fog-2,M176.4,WBGene00010943,M176.4,-0.2991359816697769,0.160625302884011,0.271359027038377,candidate for indirect regulation,g
hif-1,M176.4,WBGene00010943,M176.4,0.296565631342183,0.113579240899427,0.131898715275632,candidate for direct regulation,c
egl-9;vhl-1,M176.4,WBGene00010943,M176.4,-0.5246452265070379,0.113579240899427,8.34412669655502e-05,candidate for indirect regulation,a
egl-9,M176.4,WBGene00010943,M176.4,-0.374369770427706,0.113579240899427,0.0120724989723213,candidate for indirect regulation,b
egl-9 hif-1,M176.4,WBGene00010943,M176.4,-0.0370254519540068,0.113579240899427,0.99538020976943,candidate for indirect regulation,f
vhl-1,M176.4,WBGene00010943,M176.4,-0.271184802237404,0.113579240899427,0.18566219281668894,candidate for indirect regulation,d
egl-9,M18.7a.1,WBGene00000122,aly-3,-0.249705477865422,0.0755026643492227,0.0116746469722168,candidate for indirect regulation,b
egl-9;vhl-1,M18.7a.1,WBGene00000122,aly-3,-0.23167225811844505,0.0755026643492227,0.0174842519193606,candidate for indirect regulation,a
fog-2,M18.7a.1,WBGene00000122,aly-3,0.11510473490764303,0.106776891917974,0.680877330870797,candidate for direct regulation,g
egl-9 hif-1,M18.7a.1,WBGene00000122,aly-3,-0.157410091583014,0.0755026643492227,0.3750796710409939,candidate for indirect regulation,f
hif-1,M18.7a.1,WBGene00000122,aly-3,-0.10933337489973,0.0755026643492227,0.5625688723345389,candidate for indirect regulation,c
vhl-1,M18.7a.1,WBGene00000122,aly-3,-0.147635261288138,0.0755026643492227,0.349490193744041,candidate for indirect regulation,d
rhy-1,M18.7a.1,WBGene00000122,aly-3,-0.272427800014447,0.0755026643492227,0.00398578276929009,candidate for indirect regulation,e
rhy-1,M199.4,WBGene00010953,clec-190,-1.08185401792855,0.460994235427073,0.113628634828953,candidate for indirect regulation,e
hif-1,M199.4,WBGene00010953,clec-190,-0.5961185474828922,0.460994235427073,0.632283562730894,candidate for indirect regulation,c
egl-9 hif-1,M199.4,WBGene00010953,clec-190,-0.23574729119045296,0.460994235427073,0.969850462283866,candidate for indirect regulation,f
egl-9,M199.4,WBGene00010953,clec-190,-1.1870010620052198,0.460994235427073,0.078513280625649,candidate for indirect regulation,b
egl-9;vhl-1,M199.4,WBGene00010953,clec-190,-1.81476610274689,0.460994235427073,0.0011859718587467199,candidate for indirect regulation,a
fog-2,M199.4,WBGene00010953,clec-190,-0.396811829254068,0.6519442999167829,0.933086691811414,candidate for indirect regulation,g
vhl-1,M199.4,WBGene00010953,clec-190,-0.6919557821128809,0.460994235427073,0.57707849251808,candidate for indirect regulation,d
hif-1,M199.5a,WBGene00000708,col-135,-0.515644436696854,0.209426882442312,0.16912964291893098,candidate for indirect regulation,c
rhy-1,M199.5a,WBGene00000708,col-135,0.413561640021383,0.209426882442312,0.22301924848796,candidate for direct regulation,e
egl-9,M199.5a,WBGene00000708,col-135,0.921984547327172,0.209426882442312,0.00023492673218988304,candidate for direct regulation,b
fog-2,M199.5a,WBGene00000708,col-135,-1.26701327015612,0.296174337475433,0.000404664526188893,candidate for indirect regulation,g
vhl-1,M199.5a,WBGene00000708,col-135,1.3868397068158502,0.209426882442312,5.913969189242261e-09,candidate for direct regulation,d
egl-9 hif-1,M199.5a,WBGene00000708,col-135,-0.447959223489673,0.209426882442312,0.352900451346482,candidate for indirect regulation,f
egl-9;vhl-1,M199.5a,WBGene00000708,col-135,0.5239995996591479,0.209426882442312,0.0702605075807238,candidate for direct regulation,a
rhy-1,M28.8,WBGene00010899,M28.8,0.0675230319606069,0.160135348059566,0.929488661855104,candidate for direct regulation,e
fog-2,M28.8,WBGene00010899,M28.8,-0.21201485618465804,0.226465581041174,0.763714734208933,candidate for indirect regulation,g
vhl-1,M28.8,WBGene00010899,M28.8,0.233733858378822,0.160135348059566,0.598296300792995,candidate for direct regulation,d
egl-9;vhl-1,M28.8,WBGene00010899,M28.8,0.458227962660266,0.160135348059566,0.0300851090831425,candidate for direct regulation,a
egl-9,M28.8,WBGene00010899,M28.8,0.515923423837672,0.160135348059566,0.0151117943228428,candidate for direct regulation,b
egl-9 hif-1,M28.8,WBGene00010899,M28.8,0.118371047178497,0.160135348059566,0.922727347735895,candidate for direct regulation,f
hif-1,M28.8,WBGene00010899,M28.8,0.16041862924486802,0.160135348059566,0.753436185282705,candidate for direct regulation,c
hif-1,M6.1d,WBGene00002056,ifc-2,0.43254833321140507,0.216813000802755,0.323758248202591,candidate for direct regulation,c
rhy-1,M6.1d,WBGene00002056,ifc-2,0.6410288053231229,0.216813000802755,0.0275034096942662,candidate for direct regulation,e
egl-9 hif-1,M6.1d,WBGene00002056,ifc-2,0.0917266169101513,0.216813000802755,0.983658109419076,candidate for direct regulation,f
egl-9,M6.1d,WBGene00002056,ifc-2,0.569848361027654,0.216813000802755,0.0695258541681426,candidate for direct regulation,b
egl-9;vhl-1,M6.1d,WBGene00002056,ifc-2,0.539401900646516,0.216813000802755,0.0725517719705244,candidate for direct regulation,a
fog-2,M6.1d,WBGene00002056,ifc-2,-0.363620452071985,0.306619886234065,0.6183501206078421,candidate for indirect regulation,g
vhl-1,M6.1d,WBGene00002056,ifc-2,0.505054263509558,0.216813000802755,0.206032441223792,candidate for direct regulation,d
rhy-1,M79.2,WBGene00010902,M79.2,-0.658214134562505,0.14628232990416298,0.000154471688777609,candidate for indirect regulation,e
fog-2,M79.2,WBGene00010902,M79.2,-0.984754276734464,0.20687445488600306,5.08644199781632e-05,candidate for indirect regulation,g
vhl-1,M79.2,WBGene00010902,M79.2,-0.418419952182073,0.14628232990416298,0.0734066863725881,candidate for indirect regulation,d
hif-1,M79.2,WBGene00010902,M79.2,-0.166468858466712,0.14628232990416298,0.702241894037043,candidate for indirect regulation,c
egl-9 hif-1,M79.2,WBGene00010902,M79.2,-0.08843496085527901,0.14628232990416298,0.949539524978,candidate for indirect regulation,f
egl-9;vhl-1,M79.2,WBGene00010902,M79.2,-0.596485231299969,0.14628232990416298,0.000714433273731457,candidate for indirect regulation,a
egl-9,M79.2,WBGene00010902,M79.2,-0.615847839878094,0.14628232990416298,0.0005061054568775969,candidate for indirect regulation,b
egl-9 hif-1,M88.7,WBGene00010909,cisd-3.1,-0.211107992373482,0.1034828761151,0.39733271926931,candidate for indirect regulation,f
egl-9;vhl-1,M88.7,WBGene00010909,cisd-3.1,-0.32841538444853696,0.1034828761151,0.0131377480679599,candidate for indirect regulation,a
hif-1,M88.7,WBGene00010909,cisd-3.1,-0.255808391177732,0.1034828761151,0.166694756076565,candidate for indirect regulation,c
egl-9,M88.7,WBGene00010909,cisd-3.1,-0.293784148268259,0.1034828761151,0.0419713908540746,candidate for indirect regulation,b
vhl-1,M88.7,WBGene00010909,cisd-3.1,-0.308102254944456,0.1034828761151,0.056126794318741,candidate for indirect regulation,d
fog-2,M88.7,WBGene00010909,cisd-3.1,0.0794758655773395,0.146346886875349,0.959240302839062,candidate for direct regulation,g
rhy-1,M88.7,WBGene00010909,cisd-3.1,-0.568157103617594,0.1034828761151,1.69920677299935e-06,candidate for indirect regulation,e
egl-9;vhl-1,MTCE.26,WBGene00010964,ctc-1,-0.434079534831074,0.134795298666229,0.0114957772925417,candidate for indirect regulation,a
hif-1,MTCE.26,WBGene00010964,ctc-1,0.0738384378824295,0.134795298666229,0.907628017903897,candidate for direct regulation,c
vhl-1,MTCE.26,WBGene00010964,ctc-1,-0.43850166300399296,0.134795298666229,0.0284128071479102,candidate for indirect regulation,d
rhy-1,MTCE.26,WBGene00010964,ctc-1,-0.218613329241441,0.134795298666229,0.371691860925243,candidate for indirect regulation,e
fog-2,MTCE.26,WBGene00010964,ctc-1,0.16747470758385094,0.19062933951791294,0.7972366246252359,candidate for direct regulation,g
egl-9,MTCE.26,WBGene00010964,ctc-1,-0.516497015967442,0.134795298666229,0.0020779582737904,candidate for indirect regulation,b
egl-9 hif-1,MTCE.26,WBGene00010964,ctc-1,-0.213192711741814,0.134795298666229,0.614033596034797,candidate for indirect regulation,f
fog-2,PAR2.1,WBGene00019800,mtss-1,0.264989965646619,0.142713935298863,0.273689425396403,candidate for direct regulation,g
rhy-1,PAR2.1,WBGene00019800,mtss-1,-0.495355367849416,0.100913991419644,2.6508636742901506e-05,candidate for indirect regulation,e
egl-9;vhl-1,PAR2.1,WBGene00019800,mtss-1,-0.347163995425312,0.100913991419644,0.00605026030801921,candidate for indirect regulation,a
hif-1,PAR2.1,WBGene00019800,mtss-1,-0.0306141427144936,0.100913991419644,0.9735096231637208,candidate for indirect regulation,c
vhl-1,PAR2.1,WBGene00019800,mtss-1,-0.283844364513476,0.100913991419644,0.0811177588281306,candidate for indirect regulation,d
egl-9 hif-1,PAR2.1,WBGene00019800,mtss-1,-0.186126350783802,0.100913991419644,0.487602738011661,candidate for indirect regulation,f
egl-9,PAR2.1,WBGene00019800,mtss-1,-0.331482613680542,0.100913991419644,0.0124831845992282,candidate for indirect regulation,b
hif-1,R01H10.1,WBGene00001002,div-1,-0.15979188730052898,0.0705433080408654,0.225961240499516,candidate for indirect regulation,c
egl-9 hif-1,R01H10.1,WBGene00001002,div-1,0.183086325614535,0.0705433080408654,0.16983828822247402,candidate for direct regulation,f
egl-9;vhl-1,R01H10.1,WBGene00001002,div-1,0.21201074070787804,0.0705433080408654,0.0207181804327995,candidate for direct regulation,a
egl-9,R01H10.1,WBGene00001002,div-1,0.184975568366096,0.0705433080408654,0.0705908594110419,candidate for direct regulation,b
vhl-1,R01H10.1,WBGene00001002,div-1,0.147702075588732,0.0705433080408654,0.289486277737015,candidate for direct regulation,d
fog-2,R01H10.1,WBGene00001002,div-1,0.21828002773820696,0.0997633029660549,0.15665518656793398,candidate for direct regulation,g
rhy-1,R01H10.1,WBGene00001002,div-1,0.17912478814521202,0.0705433080408654,0.0745983747778744,candidate for direct regulation,e
egl-9;vhl-1,R02E12.2a,WBGene00019827,mop-25.1,1.3072127274070602,0.197606831336388,2.0648142106443493e-09,candidate for direct regulation,a
hif-1,R02E12.2a,WBGene00019827,mop-25.1,-0.16592653824636,0.197606831336388,0.807794226407011,candidate for indirect regulation,c
egl-9 hif-1,R02E12.2a,WBGene00019827,mop-25.1,0.224647821242084,0.197606831336388,0.817313338700644,candidate for direct regulation,f
vhl-1,R02E12.2a,WBGene00019827,mop-25.1,0.406222965358048,0.197606831336388,0.304557695113987,candidate for direct regulation,d
rhy-1,R02E12.2a,WBGene00019827,mop-25.1,1.07344273169757,0.197606831336388,2.24835029783485e-06,candidate for direct regulation,e
fog-2,R02E12.2a,WBGene00019827,mop-25.1,0.231392479142372,0.279458260893493,0.8248294040676101,candidate for direct regulation,g
egl-9,R02E12.2a,WBGene00019827,mop-25.1,1.4416229426775802,0.197606831336388,2.23435136154787e-11,candidate for direct regulation,b
fog-2,R02E12.2b,WBGene00019827,mop-25.1,-0.430961303637736,0.119669291249676,0.00461772591629077,candidate for indirect regulation,g
vhl-1,R02E12.2b,WBGene00019827,mop-25.1,0.297334351571375,0.0846189673424338,0.0135955762542822,candidate for direct regulation,d
egl-9,R02E12.2b,WBGene00019827,mop-25.1,1.45669351346382,0.0846189673424338,1.7934011436895194e-63,candidate for direct regulation,b
egl-9 hif-1,R02E12.2b,WBGene00019827,mop-25.1,-0.0818358215935139,0.0846189673424338,0.868962370401993,candidate for indirect regulation,f
hif-1,R02E12.2b,WBGene00019827,mop-25.1,0.0094218191919318,0.0846189673424338,0.996468377941431,candidate for direct regulation,c
egl-9;vhl-1,R02E12.2b,WBGene00019827,mop-25.1,1.38209212463054,0.0846189673424338,3.707920590667418e-57,candidate for direct regulation,a
rhy-1,R02E12.2b,WBGene00019827,mop-25.1,0.99707141098526,0.0846189673424338,2.3903627989513687e-29,candidate for direct regulation,e
vhl-1,R03E9.1,WBGene00003163,mdl-1,0.247089199602239,0.177224320232505,0.631489615056645,candidate for direct regulation,d
egl-9 hif-1,R03E9.1,WBGene00003163,mdl-1,0.160456501557566,0.177224320232505,0.884785904042938,candidate for direct regulation,f
hif-1,R03E9.1,WBGene00003163,mdl-1,-0.0209195475670157,0.177224320232505,0.996040961340294,candidate for indirect regulation,c
egl-9;vhl-1,R03E9.1,WBGene00003163,mdl-1,0.7628796479993231,0.177224320232505,0.000304259420303601,candidate for direct regulation,a
egl-9,R03E9.1,WBGene00003163,mdl-1,0.5236223255240751,0.177224320232505,0.0313664884761331,candidate for direct regulation,b
fog-2,R03E9.1,WBGene00003163,mdl-1,-0.122441264278827,0.250633037255161,0.979801532331201,candidate for indirect regulation,g
rhy-1,R03E9.1,WBGene00003163,mdl-1,0.6757855762894921,0.177224320232505,0.00201502284035369,candidate for direct regulation,e
egl-9 hif-1,R03G5.5a,WBGene00019846,gpx-7,0.177261947826504,0.16794141756943806,0.8452939754548829,candidate for direct regulation,f
egl-9;vhl-1,R03G5.5a,WBGene00019846,gpx-7,-0.980488894928054,0.16794141756943806,2.2015682569422397e-07,candidate for indirect regulation,a
egl-9,R03G5.5a,WBGene00019846,gpx-7,-0.8164140488906539,0.16794141756943806,3.2272304973201395e-05,candidate for indirect regulation,b
vhl-1,R03G5.5a,WBGene00019846,gpx-7,-0.65100874425591,0.16794141756943806,0.00432731977381746,candidate for indirect regulation,d
fog-2,R03G5.5a,WBGene00019846,gpx-7,-0.9995685706430308,0.23750503041086304,0.000532361597785954,candidate for indirect regulation,g
hif-1,R03G5.5a,WBGene00019846,gpx-7,-0.113220699073812,0.16794141756943806,0.8647941934804291,candidate for indirect regulation,c
rhy-1,R03G5.5a,WBGene00019846,gpx-7,-0.286171604800599,0.16794141756943806,0.33386428825091496,candidate for indirect regulation,e
fog-2,R03G8.3,WBGene00010998,R03G8.3,-1.10713029140719,0.4641607709182899,0.108842520687203,candidate for indirect regulation,g
hif-1,R03G8.3,WBGene00010998,R03G8.3,0.4828307190480151,0.328211228677098,0.5530162986623031,candidate for direct regulation,c
rhy-1,R03G8.3,WBGene00010998,R03G8.3,0.643005836806395,0.328211228677098,0.22837853621157106,candidate for direct regulation,e
egl-9,R03G8.3,WBGene00010998,R03G8.3,1.19897433368927,0.328211228677098,0.00384882285869589,candidate for direct regulation,b
egl-9;vhl-1,R03G8.3,WBGene00010998,R03G8.3,1.09223401089206,0.328211228677098,0.00841055953728185,candidate for direct regulation,a
